id	filename	md5	size	state
06a7e81f-1708-43da-8223-49892c87b2b7	06a7e81f-1708-43da-8223-49892c87b2b7/unc.edu.7bbe4637-394e-42c0-af7d-6184c3f48916.1380228.rsem.genes.normalized_results	586087552835d2ca2e4c72647ffb0aa7	436424	live
06d66864-1749-456c-885e-87dcc9066c5f	06d66864-1749-456c-885e-87dcc9066c5f/unc.edu.2f315234-dee1-4f36-b7dc-72280c219a1c.1167252.rsem.genes.normalized_results	1886daf7c212be8dcde2e802a90a998f	435770	live
06e2555f-9842-46fb-aeb2-926621e7adb4	06e2555f-9842-46fb-aeb2-926621e7adb4/unc.edu.e88bcf68-e904-4511-92f6-01cbd0da62de.1131404.rsem.genes.normalized_results	6bcb3fd27b095cf3d3f75411cc0fc0cb	436038	live
07415cb5-7df0-48a8-b072-72a48723d415	07415cb5-7df0-48a8-b072-72a48723d415/unc.edu.aad871a8-1a52-4e96-8b13-444d08289236.1380489.rsem.genes.normalized_results	510cd8230bc1ccd88ab962e4e6c36426	435396	live
0763da49-a3ba-4427-80c5-3cd35ff0f2ae	0763da49-a3ba-4427-80c5-3cd35ff0f2ae/unc.edu.2522bd3d-f6b3-45df-b68f-577ffbf3a819.1117481.rsem.genes.normalized_results	08fd835e896a3f6cf9b53e1665aef697	434426	live
0765e07a-59c4-4fe2-936a-b4464e8328c5	0765e07a-59c4-4fe2-936a-b4464e8328c5/unc.edu.8c435d42-a76a-4078-a593-6a41a2bb6f5e.2046250.rsem.genes.normalized_results	fce561b3d0339ec86142aeaad3d1c683	435457	live
078850ed-3856-4e94-a17c-0601ef952e1d	078850ed-3856-4e94-a17c-0601ef952e1d/unc.edu.91e55e6f-b884-4112-8d3f-a9f8974dd63b.1120566.rsem.genes.normalized_results	ebf01ca85ce1e4ac533d7f75b0155b49	436556	live
082199eb-33cc-4172-a5da-2e0302dbd86b	082199eb-33cc-4172-a5da-2e0302dbd86b/unc.edu.1cefed42-1e09-4bff-b323-55faeaee18e1.2172170.rsem.genes.normalized_results	951a035b599e90f472074ff27c80e214	434909	live
089e7e4f-3878-4693-8b16-22c58706edfd	089e7e4f-3878-4693-8b16-22c58706edfd/unc.edu.fa643dcc-4f4c-44d0-9f4d-199de04f8d2b.1105297.rsem.genes.normalized_results	cfdb591cdbde79b85066fdfea7d71fbc	435486	live
0946d1be-155d-4cf2-a8d2-2926002ac715	0946d1be-155d-4cf2-a8d2-2926002ac715/unc.edu.3264f809-4bbf-48e6-bbfd-77eaca9e602e.1144990.rsem.genes.normalized_results	d1babcdcff9ffffe2ecd678904fde314	434974	live
097c9ecf-e081-486f-aa58-189b11f5c2e2	097c9ecf-e081-486f-aa58-189b11f5c2e2/unc.edu.b881706f-5ee8-43da-a691-53c036d94494.2046291.rsem.genes.normalized_results	40a7da2700d88a16efb765978174d45c	435507	live
098b8387-7ab9-43a4-8fbf-296a487735bb	098b8387-7ab9-43a4-8fbf-296a487735bb/unc.edu.5b233291-8984-4925-8be4-3911f541a15f.1122293.rsem.genes.normalized_results	ad9f8ff4213582c432afe991abc363ba	435273	live
09c1271e-beb0-4bf7-9e35-8721710c70cd	09c1271e-beb0-4bf7-9e35-8721710c70cd/unc.edu.1323e58e-5e3f-459a-99ff-e7a6748d3d77.2176910.rsem.genes.normalized_results	f3faf49dd3357b127d3494e7308c05ae	435260	live
09c630d5-2325-4f01-b8af-d3a51256f2ca	09c630d5-2325-4f01-b8af-d3a51256f2ca/unc.edu.71b773fb-1efb-4d0f-9499-110ba937ade6.1120704.rsem.genes.normalized_results	8b0efb663b1dc911c19933e31cd134d7	435290	live
0a07c299-11d2-4451-8c9b-dcb8ab7977e8	0a07c299-11d2-4451-8c9b-dcb8ab7977e8/unc.edu.4808bc63-000a-4a49-a25b-4b817ca5ea54.1150371.rsem.genes.normalized_results	25fc51ca01e372aaeb2e1b1a49f99c26	436002	live
0a0c17dc-6947-4914-9397-4d22c2336fd0	0a0c17dc-6947-4914-9397-4d22c2336fd0/unc.edu.e6dbaf07-3551-4c73-a2f2-f1bea4fa8e72.1989506.rsem.genes.normalized_results	c169164e0bc136cce95500c400eedf64	436562	live
0a262409-13e5-4380-9d59-b70ce62dab00	0a262409-13e5-4380-9d59-b70ce62dab00/unc.edu.0b225e38-d4c8-4cb5-a668-316894ab858f.1157305.rsem.genes.normalized_results	e71bdf49205178c5d8dc5deefd3c40ae	435217	live
0be48d3a-e5b1-4837-ab08-dae29f5f1b89	0be48d3a-e5b1-4837-ab08-dae29f5f1b89/unc.edu.97b5ef6f-d621-4093-ab77-d60dcf706173.1152828.rsem.genes.normalized_results	8958c99bbb8b39265f323114f3488cb1	435693	live
0c5cc5c1-41cf-4b8d-85c4-95eac9744f4a	0c5cc5c1-41cf-4b8d-85c4-95eac9744f4a/unc.edu.8213eb8c-db23-4f92-b3d3-07b45eeec76a.1128026.rsem.genes.normalized_results	ac96eb02ff42885fdcb92218ee8472f8	434905	live
0cb4a8dd-a323-4d83-b677-ece35f6f6925	0cb4a8dd-a323-4d83-b677-ece35f6f6925/unc.edu.fceb1551-4b16-45de-8ba0-7906aa3fe841.2305327.rsem.genes.normalized_results	b104af1e254019ca0a9bca0daff0d82f	435329	live
0cb75685-7310-4b3a-9967-18c58f62810e	0cb75685-7310-4b3a-9967-18c58f62810e/unc.edu.eb9e415f-0545-4e97-ad35-b56b0f3db79b.1131008.rsem.genes.normalized_results	ab54ca2c579295cfae17756adeca7566	436702	live
0cfd0645-c303-450b-bf0f-485f74f2ffc9	0cfd0645-c303-450b-bf0f-485f74f2ffc9/unc.edu.6cdd2900-2b84-44d4-a9b3-bf75b12946b9.2030723.rsem.genes.normalized_results	8cacb9c8ed8ebbd2772197701f66d301	435756	live
0d233a4b-2f37-49ff-9794-550ce6461ada	0d233a4b-2f37-49ff-9794-550ce6461ada/unc.edu.43326f71-c61c-410b-af4b-c71a054e27c9.1130962.rsem.genes.normalized_results	0905f2c5029176385a8c2ac9ddb63d4d	434917	live
0d361296-b012-4b3a-8f90-7ec41f4231fe	0d361296-b012-4b3a-8f90-7ec41f4231fe/unc.edu.ddc6e148-34b7-4466-b692-3bb227004e2b.1287696.rsem.genes.normalized_results	ff3ad9a44eabffa248644e969aa94e35	436223	live
0da9cf2e-c71e-44fc-a4ca-c0408374f7c2	0da9cf2e-c71e-44fc-a4ca-c0408374f7c2/unc.edu.34f3d207-0bfe-4699-b01b-d145942ba488.2625344.rsem.genes.normalized_results	e3f6ed1fc35ed9fc2bbc757928a813d4	436314	live
0dfe464c-006e-48b7-af2a-170a7f4fc11e	0dfe464c-006e-48b7-af2a-170a7f4fc11e/unc.edu.8e339298-3e3c-4b31-96a9-a842e973e583.2513139.rsem.genes.normalized_results	938aca9d184f3ea9ed8cd1d83b678c3f	436699	live
0e18215d-1039-44ad-a6ea-903b9a59bcac	0e18215d-1039-44ad-a6ea-903b9a59bcac/unc.edu.8f90121d-5f9a-4702-a2ae-2a9b34a99171.1145185.rsem.genes.normalized_results	703184bb97feb11f67666518f6df3bb9	434713	live
0e365ffc-f481-4dcd-92fe-743bcff573e6	0e365ffc-f481-4dcd-92fe-743bcff573e6/unc.edu.a8884443-832f-45bb-96a0-dead699cc7e3.1130907.rsem.genes.normalized_results	97b162120699f0df680f274272e3f264	434766	live
0e62963f-ae0e-4636-9887-a9996e56de61	0e62963f-ae0e-4636-9887-a9996e56de61/unc.edu.75b2227e-0279-4dfb-a1a1-e64c53b48d7a.1130761.rsem.genes.normalized_results	91dda02e3835e683bd91d155adb7cbab	435238	live
0ea110d8-a994-4020-aa82-fdab7b43c064	0ea110d8-a994-4020-aa82-fdab7b43c064/unc.edu.5213da80-35ac-4172-b2e8-de686e73a498.1129191.rsem.genes.normalized_results	c4a23aa5ebbe9950f4ac19a182400f15	435633	live
0f2b5825-75cd-42d2-a11d-4a2bf124804c	0f2b5825-75cd-42d2-a11d-4a2bf124804c/unc.edu.4eaae575-d631-4e2e-8e70-4b4e0a429d74.1149344.rsem.genes.normalized_results	e45b82e5c8f9da589b589bd2166be669	435979	live
0f66cc22-0797-4345-ba49-07a31d2e3488	0f66cc22-0797-4345-ba49-07a31d2e3488/unc.edu.452bf9da-c065-4d95-8272-adce3684a9e9.1173054.rsem.genes.normalized_results	5e34f05b40078f72fae004d354daee71	436789	live
0f9fa829-d190-4e45-934b-b31f130bccd8	0f9fa829-d190-4e45-934b-b31f130bccd8/unc.edu.47901dff-8acf-4afa-9e42-851d98777085.1117052.rsem.genes.normalized_results	df7f2ef2be1bf85a8636497ba2824383	435240	live
1051e84e-2e69-4680-adcf-8db8ac572fed	1051e84e-2e69-4680-adcf-8db8ac572fed/unc.edu.71cc9cf0-2992-4ac6-8642-6fdb66958fca.1136956.rsem.genes.normalized_results	0156ecfa7fca864877e93e854ddb8c25	435060	live
105a89d6-cbfd-4bdd-8f1b-7f0a375b2c55	105a89d6-cbfd-4bdd-8f1b-7f0a375b2c55/unc.edu.a4b19504-8f04-48db-b88b-d76b8b3c3881.2319194.rsem.genes.normalized_results	e5c62b8c40e696a98cd5f3a053e16859	436726	live
11303b7f-98cb-4483-b9f2-70f9c30d5e51	11303b7f-98cb-4483-b9f2-70f9c30d5e51/unc.edu.6ff2976a-2570-409b-afde-b7d2e7f2e4ea.1171446.rsem.genes.normalized_results	73ffdfd559481054d34b8897ad044aff	436292	live
11dcf55f-dd0e-4d4f-a579-2727fd2a0c63	11dcf55f-dd0e-4d4f-a579-2727fd2a0c63/unc.edu.70109263-1d2b-4abe-a582-2b28e87cde67.1147250.rsem.genes.normalized_results	d321c213f407033c60b80eec66c1a9ef	435432	live
11f62c3d-f49f-482f-9bca-e44ea468c1f3	11f62c3d-f49f-482f-9bca-e44ea468c1f3/unc.edu.4a93eaee-d821-4640-a441-255008aaf3b4.1145090.rsem.genes.normalized_results	e2d073b230d5721b64284b5f5be304c3	435449	live
122b62fa-2fa7-4f44-bb0a-5084817cc2dc	122b62fa-2fa7-4f44-bb0a-5084817cc2dc/unc.edu.d620baa1-c329-46c6-a56a-dc08dfa23470.1889083.rsem.genes.normalized_results	48a5bc74ac0145aa53a4f3e12d42f59f	435483	live
12cf1cfb-28b2-46d7-8820-715e7106a4a0	12cf1cfb-28b2-46d7-8820-715e7106a4a0/unc.edu.95b5d7ca-4078-4af9-ac6b-4ed1c3cd9c60.1158544.rsem.genes.normalized_results	9027abc7f9a4410905f1ef6c14a618b0	435403	live
12f4fa41-354a-4004-8449-7f69b80aa301	12f4fa41-354a-4004-8449-7f69b80aa301/unc.edu.6593576c-a4a8-4284-8591-321f980f2e58.1389622.rsem.genes.normalized_results	47f8e751483bb7cb1c14a14219bb0203	435705	live
13364135-beee-40db-82e8-ece46e3f2285	13364135-beee-40db-82e8-ece46e3f2285/unc.edu.222c7e4d-f6ed-4db0-ba36-1670159cee1b.1145633.rsem.genes.normalized_results	5b02a85fa0a084d42c4a044c959d36b3	436062	live
13dce313-f497-408b-a653-c4544e144a5c	13dce313-f497-408b-a653-c4544e144a5c/unc.edu.750469b2-05c7-4647-b101-cdd94246d254.1146881.rsem.genes.normalized_results	53125bef762f7b9064e3f762257d9da4	435735	live
14eed96a-7596-43f6-a05b-8458c52a5ee2	14eed96a-7596-43f6-a05b-8458c52a5ee2/unc.edu.8801f107-f5d5-4ad5-877d-a5acb12596b3.1170630.rsem.genes.normalized_results	d905b7ee27813b621506f449c51573d4	434175	live
150d77c1-80fd-4e6f-b52a-2b419bacbdc2	150d77c1-80fd-4e6f-b52a-2b419bacbdc2/unc.edu.1adf0e70-b1fb-4862-8a01-6454b09636f4.1115840.rsem.genes.normalized_results	8b89ecbc5bc059c3c25656fd4dfe63b1	435961	live
1609b8b4-5f17-4439-8108-45cade3c7f56	1609b8b4-5f17-4439-8108-45cade3c7f56/unc.edu.48353101-484c-4d47-ae60-239d710ec00a.1133276.rsem.genes.normalized_results	d2c42c8e4d7ef5669b4ebff9722c1d76	436418	live
1612830e-a45c-4aed-9627-0c6c98cfd52d	1612830e-a45c-4aed-9627-0c6c98cfd52d/unc.edu.e65be669-85f6-4a00-8c0f-3ee7d0fb8bf9.1110903.rsem.genes.normalized_results	2e8c5ff75cc3db3e41942f34caec6cae	433877	live
165e338f-b37e-407a-9ad9-d6bf462214da	165e338f-b37e-407a-9ad9-d6bf462214da/unc.edu.920e47c0-1b19-46e6-b1db-b5fd95e44df0.1153867.rsem.genes.normalized_results	5de31f17599482175c4e0c13d5f10010	436276	live
16db424e-0f94-45ab-9d0a-06de29fb01f4	16db424e-0f94-45ab-9d0a-06de29fb01f4/unc.edu.9bb258a4-dd26-4c43-bd29-04b68ea3c7ca.1156825.rsem.genes.normalized_results	b50450de51cc4205fae15b9bbf26f6bb	435399	live
16dfe36b-f6e9-4bdb-b634-6b36eb4bc18c	16dfe36b-f6e9-4bdb-b634-6b36eb4bc18c/unc.edu.bcd8ae7a-cd43-4781-9ce3-8c87b92dd69d.1145161.rsem.genes.normalized_results	acdc956a7c8a689254465cb322280fe2	434578	live
1704a76c-0bec-4aef-a1f5-591a26fafd27	1704a76c-0bec-4aef-a1f5-591a26fafd27/unc.edu.ec6f69db-ff0b-491c-8b70-d53d0e7ad65f.1127670.rsem.genes.normalized_results	c82e7c5258e6d44766f2957503290622	434963	live
1758ae41-4b67-45c1-b56f-dabe9fb3d9bd	1758ae41-4b67-45c1-b56f-dabe9fb3d9bd/unc.edu.fc8c0c74-cd1b-4bc7-ab1d-568d302c5719.2031861.rsem.genes.normalized_results	c306f9f33ffb14d3e730833dbdc92156	434205	live
1769fbcf-edb1-4af7-98cb-403bf466862d	1769fbcf-edb1-4af7-98cb-403bf466862d/unc.edu.5bf6cf0d-8d00-4a50-b239-4b9d8f3e51b9.1136679.rsem.genes.normalized_results	820911cbe82649f64f127c03b980e971	436544	live
17fb6eb8-ea36-4c5a-bae8-7463586fdbca	17fb6eb8-ea36-4c5a-bae8-7463586fdbca/unc.edu.ed40061b-ad15-4f91-94ae-ae276394f42d.1161354.rsem.genes.normalized_results	3909725161469b696064e2da0d190965	435521	live
1865af4a-4ac7-4a6f-8d86-6309bbfdc9ec	1865af4a-4ac7-4a6f-8d86-6309bbfdc9ec/unc.edu.5cc82d2c-f960-40c3-9b37-59e087563dc1.1170515.rsem.genes.normalized_results	6a80e46eb923c16fc47fb21444f05ab4	435837	live
188a9116-e29f-466f-b74b-e5cb2e955636	188a9116-e29f-466f-b74b-e5cb2e955636/unc.edu.5a0e92d3-7eb2-4ab2-8ee7-f2f180c6a6e6.1113271.rsem.genes.normalized_results	5e935b08804bbc1c06d7e1b7575d7401	434179	live
18ddc5e2-ffae-423d-ad3a-c7ef147b08af	18ddc5e2-ffae-423d-ad3a-c7ef147b08af/unc.edu.21f22460-fac7-4dbc-8ab2-75738331cb5c.1170308.rsem.genes.normalized_results	d853c482b84511ead89debfeb527beea	434839	live
1912d3ed-2a01-4f55-917c-5da5c6148ddb	1912d3ed-2a01-4f55-917c-5da5c6148ddb/unc.edu.147d6ebb-7359-449a-9e6a-6c8443ebaa2e.1157845.rsem.genes.normalized_results	5c076a7d30d1074c6a440df195016978	434785	live
194a0f6d-3ed4-4d38-83a2-7d07f507dd28	194a0f6d-3ed4-4d38-83a2-7d07f507dd28/unc.edu.4dfbdec6-1911-412c-9873-f6782ab8ff66.1131115.rsem.genes.normalized_results	b14f3294037696373a4e7c0b19d7bce6	436018	live
1a39e388-9487-452d-ab55-0567cfac73b5	1a39e388-9487-452d-ab55-0567cfac73b5/unc.edu.ff7159e7-e9f2-4cc8-ab89-f4167d19672c.1121043.rsem.genes.normalized_results	5345af5c337eed61042a287ecde6fe74	435529	live
1a4a2b95-ac5f-4ab9-984e-ae99fbee4634	1a4a2b95-ac5f-4ab9-984e-ae99fbee4634/unc.edu.a248476b-7c40-42c6-905b-b9c3ba6b2aed.1130792.rsem.genes.normalized_results	42b1a59dafb7a9919141ba357aa9833d	436586	live
1a583c61-5e43-46e0-8d3d-b7901c83b577	1a583c61-5e43-46e0-8d3d-b7901c83b577/unc.edu.9014d9c4-ab6b-4318-9b07-c00266d9f5a9.2249761.rsem.genes.normalized_results	2cacdf5c53a16b5481b87845bfac26da	435458	live
1a7ab114-fa57-4fe2-831d-224c990225b3	1a7ab114-fa57-4fe2-831d-224c990225b3/unc.edu.5610cbc9-1031-4b6a-9bba-a6b3ed7ced4d.1117485.rsem.genes.normalized_results	d37baa125e6700302d5756ae41deb0a2	435576	live
1a9f4c5a-1fe4-4554-928d-39e5e8c6ce5f	1a9f4c5a-1fe4-4554-928d-39e5e8c6ce5f/unc.edu.08c54c9c-195c-4754-83af-a97544d0eb12.1180691.rsem.genes.normalized_results	458fbefc4a93d0b2fb6e8a2d8ab69a58	435054	live
1abcb769-af76-457e-822c-f4e1973897b4	1abcb769-af76-457e-822c-f4e1973897b4/unc.edu.0aad6d2a-1699-4403-8d45-f0b315ec89c7.2611669.rsem.genes.normalized_results	d389db77ae1435dc9f156673b40f39a3	434721	live
1b123e90-3b51-4405-89fa-e8fc40df2afc	1b123e90-3b51-4405-89fa-e8fc40df2afc/unc.edu.40c7e862-e1f6-4425-af9d-c9d07161a2ed.1806413.rsem.genes.normalized_results	636b28a33ac357cbd083b1537c4b2950	435818	live
1b2ebd0f-672d-40f1-acd0-312b29101d39	1b2ebd0f-672d-40f1-acd0-312b29101d39/unc.edu.e3c70f4d-4a23-486b-b221-3058b13a1c69.2045746.rsem.genes.normalized_results	22e627f0f35cec048b686fb8ec87f259	436218	live
1bcb89a9-dfc4-40bb-ac7f-7b6a96316d23	1bcb89a9-dfc4-40bb-ac7f-7b6a96316d23/unc.edu.5efabaa8-f296-4c9c-9632-559ef7f6dd44.1142217.rsem.genes.normalized_results	8d705091d3f54827e5d8e46223fc2964	435499	live
1c5fa4f6-1ec9-4465-8f04-600c4c78b76a	1c5fa4f6-1ec9-4465-8f04-600c4c78b76a/unc.edu.4018d26c-0ce0-4c5a-9ce4-200bb4273349.1141391.rsem.genes.normalized_results	b1c11809f7a86497277b7fc39a68d2c3	434343	live
1cda4ee5-227b-4e57-b939-0851efe224ac	1cda4ee5-227b-4e57-b939-0851efe224ac/unc.edu.8bb3543b-5c83-41c6-b81c-b20935c38d72.1139159.rsem.genes.normalized_results	4303f1383ecccef3db01a51315dd2295	435235	live
1cfcbcf3-2cd4-469b-a018-ace4f533c953	1cfcbcf3-2cd4-469b-a018-ace4f533c953/unc.edu.7a356940-c460-4714-a949-42afe6ea5d86.2174038.rsem.genes.normalized_results	0a6b6a9ce8d155b9d0f58d3a36dfae9a	434179	live
1d092557-6743-4513-b864-033977bb6516	1d092557-6743-4513-b864-033977bb6516/unc.edu.9827d98e-4e2e-44cb-b0a5-f51b74ec0675.1371740.rsem.genes.normalized_results	e952c84eac1206d9fc790c1c75a2926b	435742	live
1d0a8e8a-5e23-432d-bf0e-d2aa88e11626	1d0a8e8a-5e23-432d-bf0e-d2aa88e11626/unc.edu.dddfaed8-0d0e-42ba-9add-fae3cc1e5a9a.1132326.rsem.genes.normalized_results	ff515032e12e8dca40f7957d652cbc0c	434753	live
1d7fe72f-9b4b-4c0a-bdda-4e7fb19fc292	1d7fe72f-9b4b-4c0a-bdda-4e7fb19fc292/unc.edu.05329e4e-6623-4044-9abf-46f3ed4ccfd8.1125507.rsem.genes.normalized_results	2dacd66506db62de919419a8c65382d3	435985	live
1dc80fea-f05e-4954-8688-9b211231f33d	1dc80fea-f05e-4954-8688-9b211231f33d/unc.edu.1ee60bda-48df-4288-90cb-480fbfbc5d50.1510041.rsem.genes.normalized_results	59eb69d6ee15674cf69b033ce4b7d1fd	434646	live
1e048a1c-b7be-40b0-bc2d-4e0cd0243157	1e048a1c-b7be-40b0-bc2d-4e0cd0243157/unc.edu.7c73dae6-4478-4cbc-aee1-0b18e730f7a2.2249162.rsem.genes.normalized_results	cc1f612a0caff832bf22b23970be5a7e	435583	live
1e0df632-f7e2-430e-963e-948c835482f9	1e0df632-f7e2-430e-963e-948c835482f9/unc.edu.043d5dcd-1524-402b-939c-984a1dc916a0.1806901.rsem.genes.normalized_results	b5afb4bd40165345546b1dcb714176ba	436023	live
1e4c8da9-c264-4f1d-a4d2-3beb0cbf01e5	1e4c8da9-c264-4f1d-a4d2-3beb0cbf01e5/unc.edu.5c911cb7-4e7b-4ffd-bd2b-4498ee7b0e88.1152638.rsem.genes.normalized_results	04f7a4d2d861bfd78fe9041a9e0c3685	436022	live
1e8f06ee-10f2-41ea-b2f6-f3720850e085	1e8f06ee-10f2-41ea-b2f6-f3720850e085/unc.edu.2877059f-b560-413b-b8be-40d9fde8fbcf.1170685.rsem.genes.normalized_results	967f575528bb661a0f82ac822af60396	434293	live
1ebb8929-b431-4388-be21-6d41ce653637	1ebb8929-b431-4388-be21-6d41ce653637/unc.edu.39fe5d50-f454-4f7b-b07b-1a59b5c828f9.1174628.rsem.genes.normalized_results	1ccf8990b1602c719a43009346671b79	434533	live
1edaaf84-86ea-459d-a82b-7a026ed6471b	1edaaf84-86ea-459d-a82b-7a026ed6471b/unc.edu.bc387ac9-46c2-49b5-9dbb-2d2b5ea2d437.1170751.rsem.genes.normalized_results	10b12706539a05474701513e4044432b	436857	live
1f04181d-b46c-46da-b76a-a3e75235499c	1f04181d-b46c-46da-b76a-a3e75235499c/unc.edu.6b52803e-274b-4a1b-910f-2d307932bbb2.1133042.rsem.genes.normalized_results	4ec07adafb2495a0cf8adb4c95515449	435636	live
1f0ac38a-f01a-48ab-9fde-74d807b352e6	1f0ac38a-f01a-48ab-9fde-74d807b352e6/unc.edu.78e00469-0dd6-490e-93f1-068b9a386839.1132199.rsem.genes.normalized_results	fd045b49bd463dda94a936c9914e077b	435928	live
1ff76bd4-7650-4f25-ac1f-4f06145342e6	1ff76bd4-7650-4f25-ac1f-4f06145342e6/unc.edu.c09e8a88-5a82-4fd6-8d03-ef3ecb988003.1148322.rsem.genes.normalized_results	f3eebd10e760c0ac645ce667e0b099fa	434217	live
2061ebd2-cba1-481e-89bd-06596fc01ce7	2061ebd2-cba1-481e-89bd-06596fc01ce7/unc.edu.b455387f-a8b4-43b8-b898-89628723d7da.1879517.rsem.genes.normalized_results	76766ab27e41109680c3ad0e73a97034	435326	live
209dd902-55dc-4602-bc12-e9c078cdd02e	209dd902-55dc-4602-bc12-e9c078cdd02e/unc.edu.37106eb9-90ee-4468-aded-0709fa4bba47.2512829.rsem.genes.normalized_results	462815f2171ffad1c5aa0eedcb52c181	436325	live
20c89ffc-fb11-4ccc-8d86-042ee7ef9715	20c89ffc-fb11-4ccc-8d86-042ee7ef9715/unc.edu.467314d6-f946-447f-920a-d33b60f66eb2.1185391.rsem.genes.normalized_results	e8b8d7d730a8d444ea852748766f1bb9	435163	live
21198cd4-a5ec-4b5d-882e-48d6b9872a61	21198cd4-a5ec-4b5d-882e-48d6b9872a61/unc.edu.69e0026c-c87c-4987-8e46-f94d21f6bfb6.1169468.rsem.genes.normalized_results	6da494add9d533777044133329398e09	435899	live
22010de6-e36c-4939-b474-8991264ef990	22010de6-e36c-4939-b474-8991264ef990/unc.edu.d848ad65-9261-4854-a6bd-e76484c6a337.1261526.rsem.genes.normalized_results	b3cffb2fa6375605ffff109dc08781a6	435024	live
22f1339a-ea30-4dd9-a522-f20ad1c07123	22f1339a-ea30-4dd9-a522-f20ad1c07123/unc.edu.5462aaff-d060-4ba7-9ab5-0e6977accb91.1132732.rsem.genes.normalized_results	8d4661ac015704fcb5195cbc0f625646	436633	live
